Name,num_imgs,Layers,Feat,Lr ,STD,n_sample,TIME TAKEN,PSNR
178,26,4,64,0.0002,0.14,16,175,19.058886
178,26,4,64,0.0001,0.12,16,183,18.801233
178,26,4,64,0.0001,0.12,16,185,18.801233
178,26,4,64,0.0001,0.12,16,183,18.801233
178,26,4,64,0.0001,0.12,16,184,18.801233
178,26,4,128,0.0001,0.14,16,197,19.244514
178,26,4,128,0.0001,0.14,16,199,19.244514
178,26,4,128,0.0001,0.14,16,198,19.244514
178,26,6,128,0.0001,0.12,16,203,19.450167
178,26,6,128,0.0002,0,16,206,19.70505
178,26,6,128,0.0002,0.14,16,209,19.69829
178,26,6,128,0.0001,0,16,207,19.434843
178,26,6,128,0.0002,0.12,16,210,19.828331
178,26,6,128,0.0001,0.14,16,213,19.420183
178,26,10,256,0.0005,0,32,611,21.205946
178,26,10,256,0.0005,0,32,609,21.205946
178,26,10,256,0.0005,0,32,610,21.205946
178,26,6,256,0.0005,0.12,16,256,20.997093
178,26,6,256,0.0005,0,64,894,20.918175
178,26,10,256,0.0002,0,16,328,20.909758
178,26,10,256,0.0002,0,16,327,20.909758
178,26,10,256,0.0002,0,16,329,20.909758
178,26,6,256,0.0005,0,16,257,20.906878
178,26,6,256,0.0005,0,72,1002,20.885
178,26,6,256,0.0005,0.12,32,476,20.871971
178,26,6,256,0.0005,0.12,64,891,20.824347
178,26,10,256,0.0002,0,32,608,20.812799
168,26,4,64,0.0002,0.12,16,189,18.028658
168,26,6,128,0.0001,0.12,16,213,18.623598
168,26,6,128,0.0002,0.12,16,213,18.978664
168,26,6,128,0.0005,0.12,16,214,19.261141
168,26,6,128,0.0002,0,16,214,18.968889
168,26,6,128,0.0001,0.14,16,214,18.402571
168,26,6,128,0.0002,0.14,16,214,18.947104
168,26,6,128,0.0005,0.14,16,215,19.430107
168,26,6,128,0.0001,0,16,215,18.550999
168,26,6,128,0.0005,0,16,217,19.310713
168,26,4,256,0.0001,0,16,221,18.560389
168,26,4,256,0.0001,0,16,219,18.560389
168,26,4,256,0.0001,0,16,222,18.560389
168,26,4,256,0.0001,0,16,223,18.560389
168,26,4,256,0.0001,0,16,220,18.560389
168,26,10,256,0.0005,0.14,64,1180,19.902786
168,26,10,256,0.0005,0.14,64,1179,19.902786
168,26,10,256,0.0005,0.14,64,1177,19.902786
168,26,10,256,0.0005,0.14,64,1178,19.902786
168,26,8,256,0.0005,0.14,64,1038,19.80736
168,26,6,256,0.0005,0,64,901,19.690151
168,26,6,256,0.0005,0,16,260,19.668877
168,26,6,256,0.0005,0,32,475,19.665146
168,26,8,256,0.0002,0,16,296,19.587454
168,26,8,256,0.0002,0.12,16,298,19.464418
168,26,8,256,0.0002,0.12,16,299,19.464418
168,26,8,256,0.0002,0.12,16,297,19.464418
168,26,6,128,0.0005,0.12,72,770,19.456789
168,26,6,128,0.0005,0.12,64,685,19.45071
168,26,6,128,0.0005,0.14,64,686,19.443663
167,26,4,64,0.0001,0.12,16,188,15.459193
167,26,4,64,0.0001,0.12,16,189,15.459193
167,26,4,64,0.0001,0.12,16,186,15.459193
167,26,4,64,0.0001,0.12,16,187,15.459193
167,26,6,128,0.0005,0,16,208,16.991201
167,26,6,128,0.0002,0,16,212,16.759069
167,26,6,128,0.0001,0.12,16,214,16.201187
167,26,4,128,0.0001,0.14,32,306,15.680703
167,26,4,128,0.0001,0.14,32,305,15.680703
167,26,4,128,0.0001,0.14,32,308,15.680703
167,26,4,128,0.0001,0.14,32,307,15.680703
167,26,8,64,0.0001,0.14,32,350,15.708023
167,26,8,64,0.0001,0.14,32,349,15.708023
167,26,8,64,0.0001,0.14,32,352,15.708023
167,26,8,64,0.0001,0.14,32,351,15.708023
167,26,6,128,0.0002,0.14,32,361,16.646326
167,26,6,128,0.0001,0.12,32,361,16.075975
167,26,6,128,0.0005,0.12,32,362,17.022469
167,26,8,128,0.0001,0.12,32,409,16.383009
167,26,8,128,0.0001,0.12,32,407,16.383009
167,26,8,128,0.0001,0.12,32,410,16.383009
167,26,8,128,0.0001,0.12,32,408,16.383009
167,26,10,256,0.0005,0.12,72,1312,17.767782
167,26,10,256,0.0005,0.12,72,1311,17.767782
167,26,10,256,0.0005,0.12,72,1310,17.767782
167,26,10,256,0.0005,0.12,72,1313,17.767782
167,26,10,256,0.0005,0.12,64,1170,17.763048
167,26,8,256,0.0005,0.14,64,1030,17.750715
167,26,8,256,0.0005,0.14,64,1029,17.750715
167,26,8,256,0.0005,0.14,64,1031,17.750715
167,26,10,128,0.0005,0.14,72,980,17.550116
167,26,10,256,0.0002,0.12,64,1172,17.43693
167,26,10,128,0.0005,0,64,873,17.398939
167,26,10,256,0.0002,0.12,72,1315,17.388388
167,26,6,128,0.0005,0,72,762,17.202354
167,26,6,128,0.0005,0.14,32,361,17.152031
167,26,6,128,0.0005,0,64,682,17.021955
166,26,4,64,0.0005,0.12,16,178,17.641691
166,26,6,64,0.0001,0.12,16,200,16.848909
166,26,6,64,0.0005,0.14,16,203,18.14127
166,26,6,128,0.0002,0.12,16,210,18.185877
166,26,6,128,0.0002,0,16,211,18.167803
166,26,6,128,0.0001,0.14,16,211,17.518414
166,26,6,128,0.0001,0,16,211,17.612289
166,26,10,128,0.0005,0.14,16,257,18.754953
166,26,4,128,0.0005,0.14,32,306,18.116732
166,26,6,128,0.0001,0.12,32,360,17.51552
166,26,10,256,0.0005,0.12,16,324,19.102762
166,26,10,256,0.0005,0.12,64,1169,19.08003
166,26,6,256,0.0005,0,64,892,18.987516
166,26,8,256,0.0005,0.12,64,1028,18.882856
166,26,6,256,0.0005,0,32,470,18.872841
166,26,4,256,0.0005,0,32,387,18.792221
166,26,6,128,0.0005,0.12,16,211,18.716581
166,26,6,128,0.0005,0.14,72,763,18.703913
166,26,6,128,0.0005,0.14,16,212,18.618954
166,26,6,128,0.0005,0,32,362,18.605942
164,25,4,64,0.0005,0.12,16,188,17.296392
164,25,6,128,0.0001,0,16,212,17.29833
164,25,6,128,0.0001,0.14,16,213,17.294344
164,25,6,128,0.0005,0.14,16,213,18.487078
164,25,6,128,0.0005,0,16,215,18.578518
164,25,8,64,0.0005,0.14,16,224,18.058729
164,25,10,128,0.0001,0,16,256,17.906565
164,25,4,64,0.0005,0,32,278,17.268116
164,25,6,128,0.0005,0,32,363,18.67732
164,25,6,128,0.0005,0.12,32,364,18.52527
164,25,8,256,0.0005,0.14,72,1167,19.624428
164,25,10,128,0.0005,0.12,72,982,19.30249
164,25,8,128,0.0005,0.14,72,873,19.276014
164,25,10,128,0.0005,0.14,72,982,19.221548
164,25,8,128,0.0005,0.12,32,411,19.126175
164,25,8,256,0.0002,0.14,72,1164,19.090452
164,25,6,128,0.0005,0.14,64,685,18.875923
164,25,10,128,0.0002,0.14,72,984,18.780203
164,25,6,128,0.0005,0.12,64,684,18.695864
164,25,8,256,0.0001,0.12,64,1034,18.503405
280,26,6,128,0.0002,0.14,16,207,18.952728
280,26,6,128,0.0005,0.14,16,210,17.702471
280,26,6,128,0.0005,0.12,16,214,19.60564
280,26,8,64,0.0005,0.12,16,224,19.072493
280,26,10,64,0.0005,0.12,16,230,19.025904
280,26,10,64,0.0002,0.12,16,232,18.990692
280,26,8,256,0.0005,0.12,16,294,18.76552
280,26,6,64,0.0005,0.12,32,318,19.190447
280,26,6,128,0.0005,0.14,32,361,19.716871
280,26,6,128,0.0002,0.12,32,365,19.005167
280,26,6,256,0.0002,0.14,32,471,18.480583
280,26,6,256,0.0005,0,32,475,20.18825
280,26,6,64,0.0005,0.12,64,576,18.495779
280,26,6,64,0.0005,0,64,580,18.496645
280,26,10,256,0.0005,0,32,612,19.212767
280,26,6,128,0.0005,0.14,64,682,19.677773
280,26,6,128,0.0002,0.12,64,682,18.821661
280,26,6,128,0.0005,0.12,64,685,17.391317
280,26,4,256,0.0005,0.12,64,732,18.752214
280,26,4,256,0.0005,0,64,732,19.745499
280,26,6,128,0.0005,0.12,72,762,19.482
280,26,6,128,0.0002,0.12,72,764,18.668871
280,26,6,256,0.0005,0,64,896,20.461451
280,26,10,128,0.0005,0.14,64,876,19.388411
280,26,6,128,0.0002,0.14,72,763,17.894976
276,26,6,64,0.0005,0.14,16,204,19.883934
276,26,6,128,0.0002,0.12,16,211,19.993048
276,26,6,128,0.0001,0.12,16,213,19.665411
276,26,6,128,0.0002,0.14,16,215,19.920158
276,26,6,128,0.0002,0,16,216,19.973192
276,26,8,128,0.0002,0.14,16,235,20.131502
276,26,10,128,0.0001,0.14,16,257,20.013525
276,26,6,256,0.0005,0,16,260,21.567774
276,26,8,256,0.0002,0.12,16,296,20.74325
276,26,8,256,0.0001,0.14,16,296,20.354179
276,26,6,128,0.0002,0.12,32,363,19.913347
276,26,6,128,0.0002,0,32,364,20.023703
276,26,6,128,0.0001,0.12,32,364,19.68857
276,26,6,128,0.0001,0.14,32,365,19.624973
276,26,4,256,0.0005,0.14,32,391,21.018738
276,26,8,128,0.0002,0.12,32,413,20.285086
276,26,6,64,0.0001,0,16,438,19.316963
276,26,6,256,0.0005,0,32,473,21.615808
276,26,4,64,0.0001,0.12,72,556,18.968592
276,26,10,256,0.0005,0,32,613,21.874283
276,26,6,128,0.0002,0.12,64,685,19.909044
276,26,6,128,0.0005,0.14,64,685,20.391682
276,26,6,128,0.0005,0.12,64,686,20.52951
276,26,6,128,0.0001,0.12,64,686,19.701777
276,26,6,128,0.0002,0,64,686,19.906939
276,26,6,256,0.0002,0.12,72,1008,20.461721
276,26,6,256,0.0005,0,64,901,21.448074
276,26,6,256,0.0001,0,64,900,19.998232
276,26,8,128,0.0002,0,72,770,20.221914
276,26,6,128,0.0002,0.14,72,770,19.945608
269,26,6,128,0.0001,0.14,16,212,20.680542
269,26,6,128,0.0005,0.12,16,213,21.006693
269,26,6,128,0.0001,0.12,16,214,20.615919
269,26,6,128,0.0005,0,16,215,21.128679
269,26,6,128,0.0002,0,16,216,20.863386
269,26,4,256,0.0005,0.14,16,218,21.137232
269,26,8,64,0.0001,0.12,16,222,20.609812
269,26,6,128,0.0001,0,16,214,20.747026
269,26,6,128,0.0005,0.14,16,213,21.075039
269,26,10,256,0.0005,0.12,16,328,21.320848
269,26,6,128,0.0005,0.12,32,363,21.216209
269,26,6,128,0.0002,0,32,364,20.727747
269,26,6,128,0.0005,0.14,32,365,21.084608
269,26,6,128,0.0002,0.12,32,366,20.763636
269,26,6,128,0.0002,0.12,32,366,20.763636
269,26,4,256,0.0001,0.12,32,389,20.53598
269,26,8,128,0.0001,0.14,32,412,20.781174
269,26,6,256,0.0002,0.12,32,471,21.063967
269,26,6,256,0.0002,0,32,473,21.010265
269,26,10,256,0.0005,0,32,610,21.242615
269,26,10,256,0.0005,0.12,32,615,21.337067
269,26,4,128,0.0005,0.14,72,640,20.995878
269,26,6,128,0.0001,0.12,64,684,20.710411
269,26,6,128,0.0005,0.12,64,685,20.998306
269,26,6,128,0.0001,0,64,688,20.687971
269,26,10,256,0.0002,0.12,72,1327,21.214495
269,26,10,256,0.0005,0.12,72,1325,21.545019
269,26,10,256,0.0002,0,72,1323,21.309204
269,26,10,256,0.0005,0.14,72,1320,21.380243
269,26,10,256,0.0005,0.14,64,1184,21.300423
269,26,10,256,0.0002,0,64,1182,21.237913
269,26,10,256,0.0005,0.12,64,1177,21.328482
269,26,6,256,0.0005,0,72,1004,21.116163
269,26,10,64,0.0001,0.12,64,781,20.73481
269,26,8,128,0.0005,0.12,64,781,21.197216
264,26,6,128,0.0005,0.14,16,212,20.909998
264,26,6,128,0.0005,0.12,16,213,21.178711
264,26,6,128,0.0001,0.14,16,214,19.948378
264,26,6,128,0.0002,0.14,16,218,20.506987
264,26,10,128,0.0002,0.12,16,256,21.129301
264,26,4,128,0.0001,0,32,308,19.614912
264,26,6,128,0.0005,0.14,32,212,21.036097
264,26,6,128,0.0005,0.12,32,213,21.015081
264,26,6,128,0.0002,0,32,214,20.319838
264,26,6,128,0.0002,0.12,32,218,20.448412
264,26,10,128,0.0005,0.14,32,256,21.571581
264,26,6,256,0.0002,0.14,32,311,20.945391
264,26,4,128,0.0002,0.12,32,539,20.020634
264,26,6,64,0.0001,0,64,577,19.543751
264,26,6,128,0.0001,0.14,64,684,19.940481
264,26,6,128,0.0005,0.14,64,686,21.223845
264,26,10,64,0.0005,0,64,730,21.132021
264,26,6,128,0.0001,0.14,72,765,19.8911
264,26,6,128,0.0002,0.14,72,767,20.349295
264,26,10,64,0.0005,0,64,730,21.132021
264,26,4,256,0.0001,0.12,72,822,19.97212
264,26,8,128,0.0001,0.14,72,875,20.367945
264,26,10,128,0.0005,0.12,64,879,21.690735
264,26,6,256,0.0001,0,64,899,20.431196
264,26,8,256,0.0002,0.12,72,1162,21.40946
264,26,10,256,0.0005,0.12,64,1180,22.171797
264,26,10,256,0.0001,0.14,72,1318,21.238428
264,26,10,256,0.0001,0,72,1322,21.227118
260,26,4,64,0.0002,0.12,16,193,18.261589
260,26,6,64,0.0001,0.14,16,214,18.444878
260,26,6,128,0.0005,0.14,16,220,19.152134
260,26,6,128,0.0001,0,16,220,18.479132
260,26,6,128,0.0002,0.12,16,221,18.54533
260,26,6,128,0.0002,0.12,16,221,18.54533
260,26,6,128,0.0002,0.14,16,222,18.683794
260,26,4,256,0.0002,0.12,16,228,18.585865
260,26,10,64,0.0002,0,16,239,18.845215
260,26,10,64,0.0002,0.12,16,239,18.647955
260,26,10,128,0.0002,0.12,16,265,19.127361
260,26,6,256,0.0005,0,16,267,19.076889
260,26,4,64,0.0001,0.12,32,283,18.056374
260,26,8,256,0.0005,0.12,16,300,19.874161
260,26,6,128,0.0002,0.12,32,370,18.626415
260,26,6,128,0.0001,0.14,32,370,18.693001
260,26,6,128,0.0001,0,32,371,18.569975
260,26,6,128,0.0001,0.12,32,371,18.700771
260,26,6,128,0.0005,0.14,32,371,19.025433
260,26,10,64,0.0002,0.12,32,396,18.870218
260,26,10,128,0.0005,0.12,32,469,19.123446
260,26,6,256,0.0005,0,32,484,18.852163
260,26,8,256,0.0001,0,32,552,18.956127
260,26,6,64,0.0005,0.14,64,587,18.888645
260,26,6,128,0.0005,0,64,693,18.95332
260,26,6,128,0.0002,0.12,64,694,18.656223
260,26,6,128,0.0005,0.14,64,695,19.002056
260,26,6,128,0.0001,0.14,64,696,18.767437
260,26,6,128,0.0001,0.12,64,697,18.587753
260,26,6,128,0.0002,0.14,72,717,18.722692
260,26,8,128,0.0005,0,64,825,19.385426
260,26,10,64,0.0002,0.12,72,825,18.829872
260,26,4,256,0.0001,0,72,836,18.159136
260,26,8,256,0.0005,0,64,1057,19.923149
251,26,6,128,0.0001,0.12,16,207,16.574938
251,26,6,128,0.0001,0,16,207,16.66288
251,26,6,128,0.0005,0,16,210,18.124966
251,26,4,256,0.0002,0.12,16,219,17.373274
251,26,10,64,0.0005,0.14,16,232,17.662601
251,26,6,256,0.0005,0,16,258,18.704527
251,26,4,64,0.0005,0.14,32,280,16.829054
251,26,8,64,0.0001,0,32,355,15.963535
251,26,6,128,0.0002,0,32,362,17.277571
251,26,6,128,0.0002,0.12,32,363,17.280846
251,26,4,64,0.0002,0.14,16,421,18.750204
251,26,6,256,0.0005,0.12,32,421,18.750204
251,26,10,256,0.0005,0.12,32,610,19.353914
251,26,10,256,0.0002,0.12,32,611,18.83135
251,26,6,128,0.0005,0.14,64,682,18.000866
251,26,6,128,0.0001,0,64,683,16.719866
251,26,6,128,0.0005,0.12,64,685,18.081404
251,26,10,64,0.0005,0.12,64,730,17.978172
251,26,4,256,0.0002,0,64,735,17.447821
251,26,8,64,0.0005,0,72,736,17.642252
251,26,8,256,0.0002,0,72,1159,18.368378
251,26,6,256,0.0005,0,72,1003,18.655664
251,26,6,256,0.0005,0,64,899,18.804625
251,26,6,256,0.0005,0.12,64,894,18.714106
251,26,4,256,0.0002,0,72,821,17.369665
251,26,8,128,0.0002,0,64,779,17.709448
251,26,6,128,0.0002,0.12,72,765,17.259233
251,26,4,256,0.0002,0,72,821,17.369665
240,4,4,64,0.0001,0.14,16,325,16.259666
240,4,6,128,0.0002,0.14,16,361,15.508247
240,4,6,128,0.0005,0.12,16,363,15.133606
240,4,4,64,0.0002,0.12,32,427,15.939598
240,4,4,64,0.0005,0.14,32,428,15.358481
240,4,6,256,0.0005,0,16,435,14.479498
240,4,8,256,0.0005,0,16,485,14.607542
240,4,6,128,0.0002,0.14,32,543,15.579159
240,4,6,128,0.0001,0.12,32,545,15.90262
240,4,6,128,0.0002,0.12,32,548,15.563694
240,4,4,64,0.0002,0.14,64,672,15.96813
240,4,6,256,0.0005,0,32,767,14.366555
240,4,6,64,0.0005,0.14,64,775,15.330284
240,4,8,256,0.0002,0.12,32,789,14.769611
240,4,6,64,0.0005,0.14,72,891,15.326531
240,4,6,128,0.0002,0.14,64,924,15.691513
240,4,6,128,0.0001,0,64,928,15.818208
240,4,10,64,0.0002,0.12,64,948,15.394114
240,4,10,64,0.0002,0,64,949,15.480469
240,4,6,128,0.0002,0.14,72,971,15.311306
240,4,6,128,0.0001,0.12,72,973,15.870191
240,4,8,128,0.0001,0.14,72,965,15.500732
240,4,10,128,0.0002,0.12,64,967,14.947294
240,4,10,128,0.0001,0.12,64,968,15.699283
240,4,6,256,0.0002,0.14,64,1075,15.200029
240,4,6,256,0.0005,0,72,1390,14.161013
240,4,10,256,0.0005,0,72,1819,14.475968
240,4,8,256,0.0002,0.14,64,1446,14.543958
236,26,6,64,0.0001,0.12,16,202,18.88718
236,26,6,128,0.0005,0.12,16,227,19.410833
236,26,6,128,0.0002,0.14,16,219,19.359594
236,26,6,128,0.0002,0,16,221,19.542208
236,26,6,128,0.0001,0,16,213,19.347265
236,26,4,256,0.0005,0.12,16,237,19.289522
236,26,8,128,0.0001,0,16,238,19.411448
236,26,8,128,0.0001,0.14,16,233,19.411715
236,26,6,256,0.0005,0,16,269,19.327881
236,26,6,128,0.0005,0.14,32,391,19.358335
236,26,10,64,0.0002,0.14,32,396,19.510767
236,26,10,64,0.0002,0.12,32,399,19.662804
236,26,10,128,0.0002,0.14,32,415,19.455006
236,26,6,256,0.0005,0,16,495,19.327881
236,26,4,64,0.0001,0,64,572,18.743008
236,26,4,128,0.0001,0.14,64,572,19.189827
236,26,10,256,0.0002,0.12,32,579,19.456312
236,26,6,256,0.0005,0.12,64,596,19.296824
236,26,6,256,0.0002,0.14,64,601,19.515001
236,26,10,128,0.0005,0,72,659,19.385986
236,26,6,256,0.0005,0,72,671,19.393837
236,26,6,256,0.0002,0.14,64,685,19.24906
236,26,10,256,0.0005,0,72,659,19.406715
236,26,4,256,0.0001,0,72,643,19.576984
236,26,6,128,0.0005,0.12,64,656,19.515001
236,26,6,256,0.0005,0,64,660,19.474022
236,26,10,128,0.0002,0.12,64,659,19.394976
236,26,6,256,0.0005,0,64,676,19.526993
236,26,8,256,0.0002,0.12,64,690,19.322348
224,26,6,128,0.0001,0,16,210,18.898195
224,26,6,128,0.0005,0.12,16,212,19.142624
224,26,6,128,0.0002,0.14,16,212,19.307417
224,26,4,256,0.0001,0,16,222,18.949461
224,26,10,128,0.0005,0.12,16,255,20.041006
224,26,10,128,0.0005,0,16,257,20.160276
224,26,10,128,0.0005,0.14,16,258,20.113106
224,26,10,128,0.0001,0,16,261,19.21076
224,26,10,256,0.0002,0,16,330,20.082644
224,26,8,64,0.0001,0,32,356,18.39366
224,26,6,128,0.0002,0,32,363,19.216986
224,26,6,128,0.0005,0,32,364,19.846481
224,26,4,256,0.0001,0.14,32,392,18.909685
224,26,10,64,0.0005,0.14,32,393,19.704184
224,26,10,128,0.0001,0.14,32,459,19.240425
224,26,6,256,0.0002,0.14,32,473,19.621546
224,26,8,128,0.0002,0.14,64,654,18.970842
224,26,6,128,0.0002,0.14,64,683,19.26898
224,26,6,128,0.0001,0.14,64,684,18.83576
224,26,10,64,0.0005,0.14,64,730,19.807543
224,26,10,64,0.0005,0,64,731,19.749763
224,26,4,256,0.0002,0.14,64,736,19.144835
224,26,8,128,0.0002,0.14,64,782,19.637369
224,26,10,64,0.0005,0,72,821,19.695763
224,26,6,256,0.0001,0.12,64,901,19.292591
224,26,10,128,0.0005,0.12,72,982,20.021441
224,26,10,128,0.0005,0,72,984,20.176847
224,26,10,256,0.0002,0.14,72,1324,20.081745
416,,4,64,0.0002,0.14,16,185,19.404825
416,,6,64,0.0005,0.14,16,201,20.232515
416,,6,128,0.0005,0.12,16,206,20.715384
416,,6,128,0.0005,0,16,209,20.817884
416,,6,128,0.0002,0,16,210,20.103579
416,,8,64,0.0005,0.14,16,210,20.394232
416,,8,64,0.0002,0,16,220,19.871603
416,,8,128,0.0005,0,16,230,21.38098
416,,10,64,0.0005,0,16,230,20.630117
416,,6,256,0.0005,0,16,255,21.248863
416,,4,64,0.0005,0.14,32,277,19.849203
416,,8,256,0.0005,0.14,16,290,21.490732
416,,4,128,0.0005,0.14,32,310,20.314276
416,,4,128,0.0001,0.12,32,307,19.543913
416,,6,128,0.0002,0,32,359,20.223835
416,,6,128,0.0005,0,32,360,20.684643
416,,10,64,0.0002,0.14,32,389,20.077494
416,,6,256,0.0005,0,32,468,21.197052
416,,4,64,0.0005,0.14,64,556,19.938768
416,,4,64,0.0002,0.14,72,556,19.389521
416,,10,256,0.0005,0.12,32,615,21.615637
416,,4,128,0.0002,0.12,72,638,19.782042
416,,6,64,0.0001,0,72,669,19.084244
416,,6,128,0.0002,0.14,64,679,20.177534
416,,6,128,0.0002,0.12,72,679,20.171272
416,,6,128,0.0002,0.14,72,680,20.177229
416,,6,128,0.0001,0.14,72,760,19.710442
416,,6,256,0.0005,0,72,999,21.180397
416,,8,256,0.0005,0,64,1025,21.495111
416,,8,256,0.0002,0,72,1149,20.967775
416,,10,256,0.0001,0.12,64,1169,20.896046
416,,10,256,0.0005,0.12,64,1169,21.56576
412,,4,64,0.0001,0,16,178,18.464823
412,,4,128,0.0002,0.14,16,189,19.024332
412,,4,128,0.0002,0,16,194,19.13665
412,,6,128,0.0005,0.12,16,213,19.955143
412,,6,128,0.0002,0,16,213,19.499601
412,,4,256,0.0002,0.12,16,219,19.432215
412,,8,128,0.0002,0,16,235,20.013918
412,,10,128,0.0005,0,16,265,20.654371
412,,6,256,0.0005,0,16,266,20.214149
412,,6,64,0.0002,0,32,329,19.117607
412,,10,256,0.0001,0.12,16,364,20.018639
412,,6,128,0.0005,0,32,364,20.054842
412,,6,128,0.0001,0,32,364,19.235579
412,,6,128,0.0002,0.14,32,365,19.434801
412,,4,256,0.0001,0.12,32,391,19.091362
412,,8,128,0.0005,0.12,32,411,20.397942
412,,6,256,0.0005,0,32,472,20.565924
412,,4,64,0.0001,0.14,72,550,18.379059
412,,4,128,0.0001,0,64,573,18.764784
412,,6,64,0.0002,0,64,579,18.960764
412,,6,64,0.0001,0,64,583,18.646749
412,,10,256,0.0005,0,32,613,20.807482
412,,10,256,0.0002,0.14,32,614,20.556395
412,,10,256,0.0005,0.14,32,614,20.825571
412,,4,128,0.0001,0,72,701,18.743696
412,,6,128,0.0001,0.12,64,725,19.290871
412,,6,128,0.0001,0.14,64,685,19.219643
412,,6,128,0.0002,0.12,64,687,19.642328
412,,6,256,0.0005,0,64,901,20.807497
412,,6,256,0.0005,0,72,1013,20.224707
412,,8,256,0.0002,0,72,1163,20.166891
359,,4,64,0.0001,0,16,186,17.935392
359,,6,64,0.0002,0.12,16,201,18.262875
359,,6,128,0.0002,0.14,16,211,18.665255
359,,6,128,0.0001,0.12,16,212,18.376284
359,,6,128,0.0005,0.12,16,214,19.694468
359,,10,128,0.0005,0.12,16,255,19.996429
359,,6,256,0.0005,0,16,258,20.353506
359,,6,128,0.0005,0.12,32,363,19.70509
359,,6,256,0.0005,0,32,471,20.448456
359,,6,256,0.0005,0.12,32,500,20.182802
359,,4,64,0.0002,0.14,64,541,18.003851
359,,8,256,0.0005,0.12,32,561,20.75633
359,,4,64,0.0005,0.14,72,610,19.674829
359,,10,256,0.0001,0,32,615,21.080374
359,,10,256,0.0005,0.12,32,651,18.815413
359,,8,64,0.0005,0.12,64,653,18.872023
359,,6,128,0.0002,0.14,64,685,18.5989
359,,6,128,0.0005,0,64,685,19.874083
314,,6,64,0.0001,0.12,16,201,18.52504
314,,6,128,0.0005,0.14,16,211,19.907125
314,,6,128,0.0001,0.12,16,213,18.790033
314,,8,64,0.0005,0.14,16,306,19.305357
314,,4,128,0.0001,0.14,32,361,18.469809
314,,6,128,0.0005,0,32,362,19.796076
314,,6,128,0.0002,0.12,32,452,18.889467
314,,10,64,0.0001,0.12,16,457,18.829273
314,,10,128,0.0005,0.12,32,459,20.460075
314,,10,128,0.0001,0.12,32,459,19.08787
314,,10,128,0.0002,0.12,32,470,19.268972
314,,6,256,0.0005,0,32,542,19.842196
314,,8,256,0.0005,0,32,581,20.108751
314,,6,64,0.0001,0,64,608,18.536865
314,,10,256,0.0002,0.12,32,610,20.21991
314,,10,256,0.0005,0.12,32,649,20.465248
314,,8,64,0.0005,0.14,64,653,19.38199
314,,6,64,0.0001,0.14,72,682,18.445505
314,,6,128,0.0005,0.12,64,682,19.542269
314,,10,64,0.0005,0.12,64,729,19.234518
314,,6,128,0.0001,0.14,72,763,18.826025
314,,6,128,0.0002,0.14,72,822,18.983398
314,,4,256,0.0001,0.14,72,871,18.720497
314,,8,128,0.0002,0,72,894,19.1357
314,,6,256,0.0005,0,64,983,20.119577
314,,10,128,0.0005,0.12,72,1033,20.475214
314,,8,256,0.0001,0,64,1157,19.482075
314,,8,256,0.0005,0,72,1174,19.973137
314,,10,256,0.0002,0.12,64,1316,20.277548
