Name,num_imgs,Layers,Feat,Lr ,STD,n_sample,TIME TAKEN,PSNR
314,,10,256,0.0005,0.12,72,1318,20.414175
314,,10,256,0.0002,0.12,72,1229,20.299017
204,,6,128,0.0002,0,16,211,19.169424
204,,6,128,0.0001,0.12,16,214,18.811745
204,,6,128,0.0005,0.14,16,255,19.679907
204,,10,128,0.0005,0.14,16,258,20.299269
204,,6,256,0.0002,0.12,16,259,19.687204
204,,6,256,0.0005,0,16,278,20.139387
204,,4,64,0.0001,0.12,32,295,17.725588
204,,8,256,0.0001,0,16,317,19.523369
204,,6,64,0.0001,0.12,32,353,18.225637
204,,8,64,0.0002,0,32,362,18.730942
204,,6,128,0.0001,0.14,32,362,18.860498
204,,6,256,0.0005,0,32,470,20.301188
204,,6,256,0.0005,0.12,32,498,20.23773
204,,4,64,0.0002,0.12,64,508,18.201982
204,,4,64,0.0002,0,32,556,18.233467
204,,4,64,0.0002,0.12,72,572,18.288441
204,,4,128,0.0001,0.12,64,609,18.392635
204,,10,256,0.0005,0.12,32,610,20.478125
204,,10,256,0.0005,0.14,32,615,20.546926
204,,10,256,0.0005,0,32,682,20.724289
204,,6,128,0.0002,0.14,64,685,19.034533
204,,6,128,0.0002,0.12,64,782,19.196226
204,,8,128,0.0001,0.12,64,878,19.134287
204,,10,128,0.0001,0.12,64,894,19.147888
204,,6,256,0.0005,0,64,1159,20.364412
204,,8,256,0.0002,0.14,72,1175,19.974337
204,,10,256,0.0002,0,64,1316,20.334887
203,,6,64,0.0005,0.12,16,192,19.456861
203,,6,128,0.0001,0.14,16,213,19.231962
203,,6,128,0.0002,0.14,16,219,19.514261
203,,4,256,0.0001,0,16,222,19.144337
203,,6,128,0.0005,0.14,16,231,20.223234
203,,10,64,0.0005,0.12,16,231,20.271233
203,,10,64,0.0002,0,16,257,19.37462
203,,10,128,0.0002,0.14,16,259,20.348314
203,,6,256,0.0005,0,16,295,21.237803
203,,8,256,0.0001,0,16,321,20.10763
203,,6,64,0.0001,0.14,32,355,18.823376
203,,8,64,0.0002,0,32,364,19.312023
203,,6,128,0.0005,0.12,32,385,20.584673
203,,6,128,0.0001,0.14,32,473,19.231041
203,,6,256,0.0005,0.12,32,474,21.220915
203,,6,256,0.0005,0,32,559,21.389471
203,,4,64,0.0001,0.12,72,584,18.541533
203,,6,64,0.0005,0,64,584,19.434298
203,,6,64,0.0002,0,64,685,19.033579
203,,6,128,0.0002,0.14,64,736,19.475542
203,,10,64,0.0005,0,64,766,20.336004
203,,6,128,0.0002,0.12,72,790,18.556816
203,,4,64,0.0001,0,72,877,19.42425
203,,8,128,0.0001,0.14,72,902,21.334528
203,,6,256,0.0005,0.12,64,1006,21.230856
203,,8,256,0.0005,0,64,1019,21.64102
203,,8,256,0.0005,0.12,64,1019,21.702139
203,,8,256,0.0005,0.14,64,1019,21.659195
179,,4,64,0.0001,0.14,16,215,18.432978
179,,6,64,0.0005,0.12,16,218,19.359097
179,,6,64,0.0001,0.12,16,233,18.2145
179,,6,128,0.0005,0,16,233,19.547943
179,,6,128,0.0001,0.14,16,235,18.295078
179,,6,128,0.0005,0.12,16,253,19.274715
179,,8,128,0.0005,0.14,16,253,19.1856
179,,10,64,0.0001,0,16,280,18.238792
179,,10,128,0.0001,0.14,16,281,18.616291
179,,10,128,0.0002,0.14,16,285,19.385195
179,,6,256,0.0005,0,16,307,19.16806
179,,4,128,0.0005,0.14,16,376,19.498297
179,,8,64,0.0001,0.14,32,388,18.249916
179,,6,128,0.0002,0.12,32,388,19.095718
179,,6,128,0.0001,0.12,32,388,18.605183
179,,6,128,0.0005,0,32,416,19.419506
179,,4,256,0.0001,0,32,421,18.549881
179,,4,256,0.0005,0,32,422,20.04624
179,,4,256,0.0005,0.14,32,504,20.051039
179,,6,256,0.0005,0,32,675,19.931538
179,,6,64,0.0001,0.14,72,678,18.191879
179,,6,64,0.0002,0.12,72,715,18.916309
179,,6,128,0.0002,0,64,718,19.377775
179,,6,128,0.0005,0,64,736,19.556969
179,,6,128,0.0001,0,64,779,18.488251
179,,6,128,0.0001,0.12,72,817,18.450161
179,,8,128,0.0005,0.14,64,910,19.075722
179,,8,128,0.0002,0.12,72,914,19.346659
179,,10,128,0.0005,0,64,915,19.177275
179,,8,128,0.0002,0.14,72,947,19.366402
179,,6,256,0.0005,0,64,947,19.502773
179,,6,256,0.0005,0.12,64,1063,20.027023
179,,6,256,0.0005,0,72,1385,20.064722
179,,10,256,0.0001,0,72,1380,19.210438
161,,4,128,0.0002,0.14,16,203,19.89361
161,,6,64,0.0005,0.12,16,209,20.489374
161,,6,128,0.0005,0.12,16,209,21.288654
161,,6,128,0.0001,0,16,259,20.014246
161,,6,256,0.0005,0.14,16,260,21.886023
161,,6,256,0.0005,0,16,307,21.983446
161,,4,128,0.0002,0.12,32,326,20.01156
161,,10,256,0.0005,0.14,16,328,22.309862
161,,10,256,0.0002,0.14,16,362,22.012579
161,,6,128,0.0005,0,32,363,21.174799
161,,6,128,0.0001,0.12,32,363,19.950006
161,,4,128,0.0002,0.14,32,388,20.347832
161,,6,256,0.0005,0.12,32,471,21.851074
161,,6,256,0.0005,0,32,573,21.923994
161,,4,64,0.0005,0.14,72,683,20.082344
161,,6,128,0.0002,0.14,64,684,20.481293
161,,6,128,0.0001,0.12,64,732,20.059746
161,,8,64,0.0001,0.14,72,735,19.600779
161,,10,64,0.0001,0,64,765,19.746483
161,,6,128,0.0001,0.14,72,782,20.010347
161,,10,128,0.0002,0,64,794,20.812231
161,,10,128,0.0002,0,72,896,20.721766
161,,10,128,0.0002,0.12,64,896,21.157026
161,,6,256,0.0001,0.14,64,897,21.091467
161,,6,256,0.0005,0,64,1008,20.460966
161,,8,128,0.0005,0.12,64,1008,21.878067
161,,6,256,0.0005,0,72,1161,21.710962
161,,8,256,0.0002,0.14,72,1161,21.909281
161,,8,256,0.0001,0,72,1320,20.948069
159,,6,128,0.0002,0.14,16,217,21.709663
159,,6,128,0.0005,0.12,16,218,22.153416
159,,4,256,0.0002,0.12,16,223,21.667915
159,,4,256,0.0002,0,16,228,21.692295
159,,8,64,0.0002,0.14,16,261,21.200356
159,,10,128,0.0001,0,16,303,21.696333
159,,8,256,0.0005,0,16,338,22.548891
159,,10,256,0.0001,0.12,16,362,22.191448
159,,8,64,0.0002,0,32,369,21.163239
159,,6,128,0.0001,0,32,369,21.13703
159,,6,128,0.0005,0,32,419,22.004301
159,,8,128,0.0002,0.14,32,481,22.001495
159,,6,256,0.0005,0,32,619,22.555368
159,,10,256,0.0001,0,32,654,22.277996
159,,6,64,0.0002,0.12,72,655,20.954754
159,,6,64,0.0001,0.12,72,660,20.245277
159,,8,64,0.0001,0.12,64,692,20.623604
159,,6,128,0.0002,0.12,64,696,21.533871
159,,6,128,0.0005,0,64,696,22.219761
159,,6,128,0.0005,0.14,72,775,22.122231
159,,10,64,0.0001,0,72,885,21.005047
159,,10,128,0.0005,0,64,912,22.497387
159,,6,256,0.0005,0.12,64,914,22.333715
159,,6,256,0.0005,0,64,1020,22.5453
159,,6,256,0.0002,0.12,72,1056,22.042412
159,,8,256,0.0002,0.12,64,1193,22.289673
159,,10,256,0.0005,0,64,1334,22.710773
159,,10,256,0.0001,0.14,72,1339,22.158371
159,,10,256,0.0005,0.14,72,1488,22.587723
159,,10,256,0.0005,0,72,1488,22.815226
156,,4,128,0.0002,0.14,16,195,20.314554
156,,6,64,0.0002,0.12,16,212,20.137949
156,,6,128,0.0001,0,16,213,20.309158
156,,6,128,0.0002,0.12,16,219,20.756783
156,,4,256,0.0005,0.12,16,329,21.26046
156,,10,256,0.0001,0,16,333,21.502562
156,,10,256,0.0005,0,16,356,22.590815
156,,8,64,0.0002,0.14,32,364,20.309862
156,,6,128,0.0005,0,32,365,21.51165
156,,6,128,0.0005,0.14,32,385,21.387857
156,,6,128,0.0001,0.12,32,392,20.295752
156,,10,64,0.0005,0,32,392,21.271738
156,,10,64,0.0002,0.12,32,394,20.735823
156,,10,64,0.0002,0,32,460,20.737129
156,,10,128,0.0001,0,32,461,20.825697
156,,10,128,0.0002,0,32,474,21.460619
156,,6,256,0.0005,0,32,485,22.268219
156,,6,256,0.0002,0.12,16,498,21.339121
156,,4,64,0.0005,0.12,64,582,20.183346
156,,6,64,0.0005,0.14,64,656,20.850718
156,,8,64,0.0005,0,64,686,21.109819
156,,6,128,0.0005,0,64,686,21.476591
156,,6,128,0.0005,0.12,64,702,21.282799
156,,6,128,0.0005,0.14,64,688,21.46903
156,,6,128,0.0001,0,64,732,20.338905
156,,8,64,0.0001,0.14,72,737,19.703066
156,,4,256,0.0001,0,64,767,20.399721
156,,6,128,0.0005,0.12,72,768,21.544609
156,,6,128,0.0005,0,72,819,21.368422
156,,10,64,0.0005,0.12,72,902,21.253851
156,,6,256,0.0005,0,64,1041,22.116373
156,,8,256,0.0001,0.12,64,1180,21.284613
156,,10,256,0.0005,0,64,1184,22.763575
156,,10,256,0.0001,0,64,1273,21.631567
149,,4,128,0.0001,0.12,16,220,20.205305
149,,6,128,0.0005,0.12,16,224,20.862223
149,,6,128,0.0002,0.12,16,229,20.380199
149,,6,128,0.0001,0.12,16,243,20.323462
149,,10,64,0.0002,0,16,249,20.078188
149,,8,128,0.0001,0.12,16,276,20.078188
149,,6,256,0.0005,0,16,291,20.061113
149,,4,64,0.0002,0.14,32,368,20.279818
149,,8,64,0.0001,0.12,32,379,21.007977
149,,6,128,0.0005,0.12,32,380,20.396969
149,,6,128,0.0002,0.12,32,381,20.246927
149,,6,128,0.0002,0,32,479,20.352282
149,,10,128,0.0002,0.12,32,480,20.9251
149,,10,128,0.0005,0.14,32,494,20.69618
149,,6,256,0.0005,0,32,514,21.142174
149,,4,64,0.0002,0.12,64,571,19.927256
149,,4,64,0.0005,0,72,593,20.500954
149,,4,128,0.0001,0.14,64,639,20.168901
149,,10,256,0.0005,0.14,32,640,21.063087
149,,10,256,0.0005,0.12,32,662,21.247461
149,,4,128,0.0001,0.14,72,666,19.921904
149,,6,64,0.0005,0.14,72,673,20.638117
149,,8,64,0.0005,0,64,707,20.861109
149,,6,128,0.0001,0,64,764,20.364609
149,,6,128,0.0005,0,64,789,21.072929
149,,6,128,0.0005,0.12,72,789,21.034262
149,,6,128,0.0005,0.14,72,931,20.942228
149,,6,256,0.0005,0,64,934,21.305887
149,,6,256,0.0005,0.12,64,1041,21.079866
149,,6,256,0.0005,0,72,1202,20.946283
149,,10,128,0.0002,0.14,72,1205,20.778435
149,,8,256,0.0001,0.14,72,1217,20.826309
149,,10,256,0.0005,0.12,64,1221,21.115948
149,,10,256,0.0005,0,64,1242,21.041945
144,,4,64,0.0002,0.14,16,455,16.324469
144,,4,64,0.0005,0.14,16,456,16.14465
144,,4,64,0.0001,0.14,16,482,16.78067
144,,6,64,0.0001,0.14,16,500,16.669666
144,,8,64,0.0002,0.12,16,502,16.324203
144,,8,64,0.0001,0.14,16,503,16.508116
144,,6,128,0.0005,0.12,16,507,16.093895
144,,6,128,0.0001,0.14,16,510,16.732506
144,,6,128,0.0001,0,16,520,16.327785
144,,6,128,0.0005,0.14,16,563,16.285362
144,,4,64,0.0002,0.14,32,567,16.592159
144,,4,64,0.0001,0.14,32,611,17.055161
144,,6,256,0.0005,0,16,633,16.215799
144,,4,128,0.0001,0,32,669,16.71489
144,,8,256,0.0001,0,16,689,15.883013
144,,6,128,0.12,0.0001,32,712,15.93
144,,6,128,0.14,0.0001,32,991,16.52
144,,6,128,0.12,0.0002,32,935,16.15
144,,6,256,0,0.0005,32,939,15.76
144,,6,256,0.14,0.0001,32,994,15.87
144,,4,128,0,0.0005,64,1153,15.99
144,,6,128,0.14,0.0001,64,1008,16.48
144,,6,128,0.12,0.0001,32,712,15.93
144,,6,128,0.14,0.0001,32,991,16.52
144,,6,128,0.12,0.0002,32,935,16.15
144,,6,256,0,0.0005,32,939,15.76
144,,6,256,0.14,0.0001,32,994,15.87
144,,4,128,0,0.0005,64,1153,15.99
144,,6,128,0.14,0.0001,64,1008,16.48
144,,6,128,0.12,0.0005,64,1264,15.88
144,,6,128,0.14,0.0001,72,1304,16.57
144,,8,128,0.12,0.0005,64,1445,15.53
144,,10,128,0.12,0.0005,64,1453,15.27
144,,10,128,0,0.0001,64,1458,15.86
144,,10,128,0,0.0002,64,1587,15.29
144,,10,128,0.12,0.0005,72,1593,15.49
144,,6,256,0,0.0005,64,1593,15.81
144,,10,128,0.14,0.0005,72,1599,15.92
144,,10,128,0.12,0.0001,72,1761,16.19
144,,6,256,0.12,0.0001,72,1765,16
144,,6,256,0,0.0001,72,1767,16.08
122,,4,64,0,0.0005,16,188,20.17
122,,4,128,0.12,0.0001,16,205,19.8
122,,6,64,0.12,0.0002,16,213,19.95
122,,6,128,0.12,0.0002,16,213,20.41
122,,6,128,0.14,0.0005,16,233,21.06
122,,10,64,0,0.0005,16,255,20.92
122,,10,128,0.12,0.0005,16,256,21.45
122,,10,128,0,0.0002,16,257,20.98
122,,6,256,0,0.0005,16,318,21.47
122,,6,64,0.12,0.0005,32,318,20.4
122,,6,64,0,0.0001,32,319,19.62
122,,6,64,0.14,0.0005,32,363,20.51
122,,6,128,0.14,0.0002,32,363,20.47
122,,4,64,0,0.0005,16,188,20.17
122,,4,128,0.12,0.0001,16,205,19.8
122,,6,64,0.12,0.0002,16,213,19.95
122,,6,128,0.12,0.0002,16,213,20.41
122,,6,128,0.14,0.0005,16,233,21.06
122,,10,64,0,0.0005,16,255,20.92
122,,10,128,0.12,0.0005,16,256,21.45
122,,10,128,0,0.0002,16,257,20.98
122,,6,256,0,0.0005,16,318,21.47
122,,6,64,0.12,0.0005,32,318,20.4
122,,6,64,0,0.0001,32,319,19.62
122,,6,64,0.14,0.0005,32,363,20.51
122,,6,128,0.14,0.0002,32,363,20.47
122,,6,128,0.14,0.0002,64,766,20.45
122,,6,128,0.0005,0,72,781,21.05
122,,8,128,0.12,0.0002,64,878,20.64
122,,10,128,0.14,0.0005,64,899,21.53
122,,6,256,0,0.0005,64,902,21.43
122,,6,256,0.12,0.0005,64,1005,21.37
122,,6,256,0,0.0005,72,1176,21.5
122,,10,256,0.14,0.0002,64,1316,21.51
122,,10,256,0.14,0.0001,72,1321,21.07
122,,10,256,0.14,0.0002,72,1321,21.6
122,,10,256,0.14,0.0005,72,1321,21.89
118,,4,64,0,0.0001,16,188,18.71
118,,4,64,0,0.0001,16,196,18.64
118,,4,128,0.12,0.0001,16,210,19.28
118,,6,128,0,0.0002,16,213,19.96
118,,6,128,0.14,0.0005,16,258,20.4
118,,10,128,0,0.0005,16,260,20.94
118,,6,256,0,0.0005,16,295,20.92
118,,8,256,0.14,0.0002,16,296,20.74
118,,8,256,0,0.0002,16,319,20.71
118,,6,64,0,0.0005,32,329,20.03
118,,10,256,0.14,0.0005,16,330,21.08
118,,10,256,0.14,0.0002,16,364,20.91
118,,6,128,0.12,0.0001,32,374,19.74
118,,4,64,0,0.0001,16,188,20.07
118,,4,64,0,0.0001,16,196,19.61
118,,4,128,0.12,0.0001,16,210,19.91
118,,6,128,0,0.0002,16,213,20.4
118,,6,128,0.14,0.0005,16,258,20.01
118,,10,128,0,0.0005,16,260,20.48
118,,6,256,0,0.0005,16,295,20.85
118,,8,256,0.14,0.0002,16,296,20.06
118,,8,256,0,0.0002,16,319,20.47
118,,6,64,0,0.0005,32,329,19.47
118,,10,256,0.14,0.0005,16,330,19.7
118,,10,256,0.14,0.0002,16,364,19.27
118,,6,128,0.12,0.0001,32,374,20.01
118,,10,64,0,0.0002,64,767,20.13
118,,6,128,0,0.0002,72,768,19.97
118,,6,128,0.14,0.0001,72,830,19.64
118,,4,256,0,0.0005,72,876,20.6
118,,8,128,0.12,0.0001,72,901,19.98
118,,6,256,0,0.0005,64,1008,20.94
118,,6,256,0,0.0005,72,1111,20.99
118,,6,256,0.12,0.0002,64,1008,20.31
117,,4,64,0,0.0001,16,220,20.61
117,,6,128,0,0.0002,16,223,21.9
117,,6,128,0.14,0.0001,16,263,20.51
117,,10,128,0.14,0.0001,16,307,21.08
117,,8,256,0.14,0.0002,16,337,22.42
117,,10,256,0.14,0.0001,16,338,22.18
117,,10,256,0.14,0.0002,16,371,22.5
117,,6,128,0.12,0.0001,32,371,20.46
117,,4,64,0,0.0001,16,220,20.61
117,,6,128,0,0.0002,16,223,21.9
117,,6,128,0.14,0.0001,16,263,20.51
117,,10,128,0.14,0.0001,16,307,21.08
117,,8,256,0.14,0.0002,16,337,22.42
117,,10,256,0.14,0.0001,16,338,22.18
117,,10,256,0.14,0.0002,16,371,22.5
117,,6,128,0.12,0.0001,32,371,20.46
117,,10,64,0,0.0001,64,751,20.12
117,,4,256,0.14,0.0001,64,777,20.48
117,,6,128,0.14,0.0005,72,782,21.88
117,,6,128,0.14,0.0001,72,782,20.34
117,,6,128,0.12,0.0002,72,799,20.81
117,,8,128,0.14,0.0001,64,827,20.69
117,,10,64,0.12,0.0002,72,841,21.28
117,,4,256,0.12,0.0005,72,851,22.29
117,,6,64,0.12,0.0005,72,917,20.89
117,,6,256,0,0.0005,64,1028,22.76
117,,6,256,0.14,0.0001,72,1060,20.99
117,,8,256,0.12,0.0002,64,1061,22.6
117,,8,256,0.12,0.0005,64,1164,23.03
117,,8,256,0.14,0.0002,72,1341,22.23
113,,6,64,0,0.0001,16,209,19.77
113,,6,128,0,0.0001,16,211,20.14
113,,6,128,0.14,0.0005,16,292,20.92
113,,8,256,0.12,0.0002,16,354,21.22
113,,8,64,0.12,0.0002,32,356,20.08
113,,8,64,0.12,0.0001,32,362,19.95
113,,6,128,0.12,0.0005,32,362,21.21
113,,6,128,0.14,0.0002,32,363,20.45
113,,4,64,0,0.0001,16,220,20.41
113,,6,128,0,0.0002,16,223,21.31
113,,6,128,0.14,0.0001,16,263,20.75
113,,10,128,0.14,0.0001,16,307,20.75
113,,8,256,0.14,0.0002,16,337,21.66
113,,10,256,0.14,0.0001,16,338,21.89
113,,10,256,0.14,0.0002,16,371,21.08
113,,6,128,0.12,0.0001,32,371,20.98
113,,8,64,0,0.0005,72,735,20.72
113,,4,256,0.14,0.0005,64,777,21.26
113,,6,128,0.14,0.0005,72,782,20.06
113,,6,128,0.14,0.0001,72,782,20.1
113,,8,128,0.12,0.0002,72,799,20.3
113,,4,256,0.12,0.0001,32,803,20.41
113,,6,128,0.12,0.0001,32,803,20.6
113,,6,256,0,0.0005,64,1028,21.47
113,,10,256,0.14,0.0001,32,1321,21.32
105,,4,128,0,0.0001,16,209,20.38
105,,6,128,0,0.0001,16,210,20.8
105,,6,128,0.14,0.0001,16,211,20.57
105,,8,64,0.12,0.0001,16,212,20.43
105,,6,128,0.14,0.0005,16,257,21.53
105,,6,256,0,0.0002,16,258,21.48
105,,6,256,0.14,0.0001,16,301,21
105,,6,128,0.12,0.0001,32,371,22.68
105,,4,128,0.0005,0,32,307,21.191622
105,,8,64,0.0001,0.12,32,362,20.592133
105,,6,128,0.0001,0.12,32,362,21.039103
105,,6,128,0.0002,0.12,32,362,21.837202
105,,6,128,0.0005,0.12,32,364,20.659349
105,,6,128,0.0001,0,32,459,21.235306
105,,10,128,0.0002,0.14,32,460,21.068588
105,,10,128,0.0001,0.14,32,474,22.526907
105,,6,256,0.0005,0,32,500,19.888855
105,,4,64,0.0001,0,64,552,20.644676
105,,4,64,0.0005,0,72,577,20.524416
105,,6,64,0.0002,0.12,64,577,20.524416
105,,6,64,0.0002,0.12,64,638,20.347979
105,,4,128,0.0001,0.14,72,655,20.426191
105,,8,64,0.0001,0.14,64,682,21.756514
105,,6,128,0.0005,0.14,64,683,21.725355
105,,6,128,0.0002,0,64,687,20.75297
105,,6,128,0.0002,0.12,64,733,20.938959
105,,4,256,0.0001,0.12,64,765,20.775829
105,,6,128,0.0001,0,72,765,20.691828
105,,6,128,0.0002,0.12,72,863,20.928497
105,,8,64,0.0001,0.12,64,899,20.421162
105,,6,256,0.0005,0,64,901,22.334391
105,,6,256,0.0001,0,64,981,21.022865
105,,10,128,0.0001,0,72,1004,21.036333
105,,6,256,0.0005,0,72,1158,22.643463
105,,8,256,0.0005,0.14,72,1321,22.842001
105,,10,256,0.0005,0.14,72,1322,22.802896
79,,4,64,0.0005,0,16,185,19.740374
79,,4,64,0.0002,0.14,16,190,19.350256
79,,4,128,0.0005,0.12,16,208,20.513908
79,,6,128,0.0001,0.12,16,209,19.902756
79,,6,128,0.0005,0.12,16,210,20.916679
79,,6,128,0.0005,0.14,16,318,20.946697
79,,6,64,0.0002,0,32,358,19.636169
79,,6,128,0.0005,0,32,359,20.97369
79,,6,128,0.0001,0,32,379,19.885399
79,,4,256,0.0001,0.14,32,467,19.824011
79,,6,256,0.0002,0.12,32,469,20.78359
79,,6,256,0.0005,0,32,497,21.551075
79,,4,64,0.0002,0,64,509,19.207684
79,,10,256,0.0001,0,16,636,20.988703
79,,4,128,0.0002,0.12,72,678,19.764572
79,,6,128,0.0001,0.14,64,678,19.838076
79,,6,128,0.0001,0,64,682,19.917706
79,,6,128,0.0002,0.14,64,732,20.228672
79,,8,64,0.0002,0,72,734,19.895836
79,,4,256,0.0005,0.12,64,735,21.163712
79,,8,64,0.0005,0.14,72,734,20.503431
79,,6,128,0.0005,0.14,72,761,20.88866
79,,6,128,0.0001,0.12,72,815,19.682838
79,,4,256,0.0002,0.14,72,866,20.249615
79,,8,128,0.0005,0.14,72,867,21.359409
79,,8,128,0.0001,0.14,72,869,20.087982
79,,8,128,0.0005,0,72,872,21.308781
79,,10,128,0.0002,0.14,64,896,20.810757
79,,6,256,0.0005,0,64,974,21.686153
79,,10,128,0.0001,0.14,72,978,20.430492
79,,10,128,0.0005,0.14,72,997,21.369282
79,,6,256,0.0002,0,72,1171,20.871349
79,,10,256,0.0005,0,64,1310,21.931755
79,,10,256,0.0005,0.14,72,1318,21.848301
72,,4,64,0.0001,0.12,16,219,18.744778
72,,6,128,0.0005,0.14,16,219,20.558939
72,,6,128,0.0002,0.12,16,239,20.025063
72,,10,64,0.0005,0.14,16,269,20.522655
72,,6,256,0.0005,0,16,285,21.453617
72,,4,64,0.0002,0,32,303,19.104113
72,,8,256,0.0001,0,16,369,20.330805
72,,6,128,0.0002,0.12,32,370,19.80802
72,,6,128,0.0002,0,32,370,19.854019
72,,6,128,0.0001,0,32,399,19.455898
72,,4,256,0.0002,0.14,32,418,19.865278
72,,8,128,0.0005,0.14,32,487,21.241814
72,,6,256,0.0005,0,32,552,21.55628
72,,8,256,0.0005,0.14,32,554,21.830595
72,,8,256,0.0001,0.14,32,572,20.537329
72,,4,256,0.0002,0.12,32,581,19.550766
72,,4,128,0.0001,0,64,590,19.125675
72,,6,64,0.0005,0,64,655,19.594337
72,,6,64,0.0001,0,72,693,18.945084
72,,6,128,0.0001,0.12,64,694,19.448887
72,,6,128,0.0005,0,64,694,20.010609
72,,6,128,0.0002,0.14,64,738,19.906233
72,,10,64,0.0005,0,64,775,20.026115
72,,6,128,0.0002,0.12,72,826,20.066828
72,,10,64,0.0001,0.14,72,834,19.367224
72,,4,256,0.0002,0.14,72,912,19.820431
72,,6,256,0.0005,0,64,915,21.67543
72,,6,256,0.0005,0.12,64,996,21.834679
72,,10,128,0.0005,0.12,72,1022,21.774963
72,,6,256,0.0001,0.14,72,1052,19.918602
72,,8,256,0.0005,0.12,64,1052,22.034786
72,,8,256,0.0002,0.14,64,1179,20.813229
72,,8,256,0.0001,0.14,72,1199,20.081406
70,,4,128,0.0002,0.12,16,216,19.206341
70,,6,128,0.0002,0.12,16,220,19.736282
70,,6,128,0.0001,0,16,241,19.249186
70,,8,128,0.0001,0,16,241,19.628582
70,,8,128,0.0005,0.14,16,267,20.515266
70,,6,256,0.0005,0,16,305,20.872723
70,,8,256,0.0005,0.12,16,316,20.849516
70,,4,128,0.0002,0.12,32,326,19.27294
70,,6,64,0.0002,0.14,32,337,19.233065
70,,10,256,0.0005,0,16,342,21.30386
70,,10,256,0.0002,0,16,342,21.052818
70,,10,256,0.0001,0,16,371,20.223051
70,,6,128,0.0001,0.12,32,372,19.355101
70,,6,128,0.0005,0.14,32,400,20.48247
70,,10,64,0.0001,0.14,32,397,19.178074
70,,10,64,0.0005,0.12,32,484,20.428854
70,,6,256,0.0005,0,32,554,20.989794
70,,8,256,0.0002,0.14,32,556,20.494848
70,,8,256,0.0002,0.12,32,664,20.391157
70,,8,64,0.0002,0.12,64,667,19.413799
70,,8,64,0.0002,0.14,64,696,19.320623
70,,6,128,0.0005,0.12,64,696,20.070322
70,,6,128,0.0002,0.14,64,696,19.782801
70,,6,128,0.0001,0.14,64,777,19.420771
70,,6,128,0.0005,0.12,72,778,20.531509
70,,6,128,0.0002,0.12,72,919,19.58477
70,,6,256,0.0001,0.12,64,922,19.835728
70,,6,256,0.0005,0,64,1026,20.63562
70,,6,256,0.0005,0.12,72,1341,20.637545
70,,10,256,0.0002,0,72,1347,21.031925
70,,10,256,0.0002,0.14,72,1074,20.910002
70,,8,128,0.0005,0.14,72,1074,20.459759
28,,4,128,0.0002,0.12,16,216,19.95594
28,,6,128,0.0002,0.12,16,220,20.478649
28,,6,128,0.0001,0,16,241,20.229555
28,,6,128,0.0001,0.14,16,241,20.288111
28,,8,128,0.0001,0,16,241,20.437008
28,,6,256,0.0005,0,16,301,21.459148
28,,6,256,0.0005,0.12,16,308,21.434687
28,,4,64,0.0005,0.14,32,336,20.044476
28,,8,256,0.0005,0,16,337,21.558903
28,,8,256,0.0001,0.12,16,337,20.599026
28,,8,256,0.0005,0.14,16,377,21.555422
28,,10,256,0.0005,0,16,402,21.555183
28,,6,128,0.0005,0.14,32,403,20.707211
28,,6,128,0.0002,0,32,403,20.43416
28,,6,128,0.0001,0.14,64,777,20.481062
28,,6,128,0.0005,0.12,72,778,20.907705
28,,6,128,0.0002,0.12,72,919,21.253445
28,,6,256,0.0001,0.12,64,922,21.365055
28,,6,256,0.0005,0,64,1026,19.789371
28,,6,256,0.0005,0.12,72,1341,19.92812
28,,10,256,0.0002,0,72,1347,19.881409
28,,10,256,0.0002,0.14,72,1074,19.988174
28,,8,128,0.0005,0.14,72,1074,20.82288
28,,6,128,0.0001,0.14,64,777,20.213001
28,,6,128,0.0005,0.12,72,778,20.65382
28,,6,128,0.0002,0.12,72,919,20.269283
28,,6,256,0.0001,0.12,64,922,20.393932
28,,6,256,0.0005,0,64,1026,20.234737
28,,6,256,0.0005,0.12,72,1341,20.44035
28,,10,256,0.0002,0,72,1347,21.028374
28,,10,256,0.0002,0.14,72,1074,21.355652
28,,8,128,0.0005,0.14,72,1074,21.411522